            age,Hours_Studied,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Family_Income,School_Type,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
30,Medium,Yes,8,83,Medium,Yes,Low,Public,3,No,College,Near,Male,69
13,Medium,Yes,7,58,Medium,Yes,Low,Public,2,No,High School,Near,Male,67
16,High,Yes,7,51,High,Yes,High,Public,3,No,College,Near,Male,66
20,High,Yes,7,97,Low,Yes,Medium,Private,4,No,High School,Moderate,Female,74
22,High,No,6,97,Medium,No,High,Public,2,No,College,Moderate,Female,69
15,Low,Yes,7,89,High,Yes,Medium,Public,4,No,College,Moderate,Female,66
23,High,Yes,9,69,Low,Yes,Medium,Private,3,Yes,Postgraduate,Moderate,Male,69
17,Medium,Yes,8,58,Low,Yes,High,Public,2,No,College,Far,Male,63
20,Medium,Yes,7,68,Medium,No,Medium,Private,3,No,College,Near,Female,65
23,Low,No,7,86,Low,No,Low,Private,4,No,College,Far,Male,64
20,Low,No,7,67,High,Yes,Medium,Private,4,No,High School,Near,Male,64
17,Low,Yes,6,90,Low,Yes,Medium,Public,2,No,High School,Moderate,Male,69
19,High,No,7,84,Medium,Yes,Low,Public,3,No,High School,Near,Female,73
19,Medium,Yes,8,81,High,Yes,Medium,Public,3,Yes,High School,Moderate,Male,62
18,Low,Yes,7,97,Low,Yes,Medium,Private,4,No,College,Near,Male,62
18,Medium,Yes,6,95,High,Yes,Medium,Private,2,No,Postgraduate,Moderate,Female,68
30,Medium,No,7,86,Low,Yes,Medium,Private,3,No,Postgraduate,Far,Female,66
23,Low,Yes,8,60,High,Yes,Medium,Public,1,Yes,College,Moderate,Female,68
18,Low,Yes,5,97,Medium,Yes,Medium,Public,4,No,High School,Moderate,Male,66
24,Low,Yes,6,61,Low,Yes,Medium,Public,3,No,Postgraduate,Near,Male,69
18,Medium,Yes,5,69,Medium,Yes,Medium,Public,2,No,Postgraduate,Near,Female,62
27,Low,No,7,91,Medium,Yes,High,Public,4,No,College,Far,Female,68
22,Medium,No,8,60,Low,Yes,Medium,Public,2,No,College,Moderate,Male,67
19,Low,No,9,82,Medium,Yes,Low,Private,4,No,High School,Near,Male,65
23,Low,No,9,73,Medium,Yes,Low,Public,4,No,College,Near,Male,69
11,Medium,No,6,81,High,Yes,Low,Public,3,No,High School,Near,Male,67
13,Low,Yes,7,98,High,Yes,Medium,Public,3,No,Postgraduate,Near,Female,64
13,Low,Yes,6,90,Medium,No,High,Private,3,Yes,Postgraduate,Near,Female,62
21,Medium,Yes,9,65,Low,Yes,High,Private,3,Yes,High School,Near,Male,71
30,Medium,Yes,9,53,Medium,No,Medium,Private,3,No,High School,Near,Male,72
33,High,Yes,7,98,Low,Yes,Medium,Public,2,Yes,High School,Near,Female,74
24,Low,No,6,79,Low,Yes,Medium,Public,2,No,Postgraduate,Near,Male,66
23,High,Yes,4,59,Medium,Yes,Medium,Public,4,No,High School,Near,Female,72
9,High,No,5,81,Medium,Yes,High,Private,4,No,Postgraduate,Near,Female,65
17,High,Yes,4,52,High,Yes,Low,Public,3,No,College,Far,Female,67
15,Medium,Yes,5,59,High,Yes,Medium,Private,2,No,High School,Near,Male,70
16,High,Yes,10,82,Medium,Yes,Low,Public,1,Yes,High School,Moderate,Male,62
19,Low,Yes,5,70,High,Yes,Low,Public,2,No,High School,Far,Male,66
17,Low,Yes,5,66,Medium,Yes,High,Public,3,No,College,Near,Male,65
8,Low,Yes,6,83,High,Yes,Medium,Public,4,Yes,Postgraduate,Near,Male,70
24,High,Yes,10,93,Low,Yes,Medium,Private,2,Yes,College,Near,Female,69
14,Medium,Yes,7,84,Low,Yes,High,Public,3,No,High School,Near,Female,70
21,High,No,8,73,Medium,Yes,High,Private,2,No,College,Near,Female,66
32,Medium,Yes,7,83,Low,Yes,Low,Private,4,No,Postgraduate,Near,Male,73
14,High,No,4,85,Low,Yes,Medium,Public,4,No,Postgraduate,Moderate,Female,69
5,High,Yes,9,89,Low,Yes,Medium,Private,3,No,College,Near,Female,66
18,High,Yes,8,65,Medium,Yes,Medium,Public,4,No,High School,Far,Male,65
27,Medium,No,7,56,High,Yes,Low,Public,4,No,Postgraduate,Near,Female,70
32,High,No,10,84,Medium,Yes,Medium,Private,2,No,Postgraduate,Far,Male,70
13,High,No,6,56,High,Yes,Low,Public,4,No,Postgraduate,Near,Male,67
23,Medium,Yes,7,73,High,Yes,Low,Private,3,No,Postgraduate,Near,Male,68
17,Medium,Yes,6,62,Low,Yes,Medium,Private,2,No,College,Near,Female,68
19,High,No,9,67,Medium,Yes,Low,Public,2,No,College,Far,Female,61
36,Medium,Yes,8,74,High,Yes,Medium,Public,3,No,High School,Near,Male,70
11,High,No,7,95,High,Yes,Low,Public,5,No,College,Moderate,Male,65
22,Low,Yes,5,84,Medium,No,High,Public,2,No,High School,Moderate,Male,66
23,Medium,Yes,6,59,Medium,Yes,High,Public,3,No,Postgraduate,Moderate,Male,67
27,Low,Yes,5,94,High,Yes,High,Public,3,No,High School,Near,Male,69
21,Medium,No,9,75,Medium,Yes,Low,Public,2,No,College,Far,Male,69
22,Medium,Yes,5,60,Low,Yes,Low,Public,2,No,High School,Moderate,Male,67
18,High,No,9,76,Medium,Yes,Medium,Private,4,No,High School,Near,Female,66
22,Low,Yes,9,60,Medium,Yes,High,Private,2,No,High School,Near,Male,63
18,High,No,6,68,Low,Yes,Medium,Public,4,No,High School,Far,Female,67
24,High,Yes,6,90,Medium,Yes,Low,Public,1,No,College,Far,Male,64
18,Medium,No,6,83,Medium,Yes,Low,Private,4,No,High School,Near,Male,68
22,Medium,Yes,8,74,Low,Yes,Low,Public,2,No,,Moderate,Male,65
20,Medium,No,9,61,Medium,Yes,Medium,Public,3,No,High School,Near,Male,65
27,Medium,Yes,9,64,High,No,Low,Public,3,No,High School,Near,Male,65
20,Low,Yes,6,99,Medium,Yes,Medium,Public,4,No,College,Near,Female,70
9,Medium,Yes,9,67,Medium,Yes,High,Public,3,No,High School,Near,Female,62
28,High,No,9,81,Medium,Yes,Low,Public,4,No,High School,Moderate,Male,68
15,Low,Yes,7,75,Low,Yes,High,Public,3,No,College,Near,Male,62
16,Medium,Yes,7,51,Medium,Yes,Medium,Public,3,No,College,Near,Female,68
16,High,Yes,9,97,Medium,Yes,Medium,Private,5,No,College,Near,Male,72
28,High,Yes,9,54,Low,Yes,High,Public,3,No,Postgraduate,Near,Female,70
7,High,No,9,83,Low,No,Medium,Public,3,No,High School,Far,Female,62
39,High,Yes,10,91,Medium,Yes,Low,Public,3,No,High School,Moderate,Female,79
26,Medium,Yes,8,87,Medium,Yes,High,Public,1,No,Postgraduate,Near,Male,73
21,High,Yes,7,90,High,Yes,Low,Public,2,No,College,Far,Male,68
20,High,Yes,9,87,Low,Yes,High,Public,2,No,High School,Near,Male,68
22,Medium,Yes,10,72,Medium,Yes,Low,Public,2,No,High School,Moderate,Female,69
23,Medium,Yes,6,95,High,Yes,Low,Public,2,Yes,College,Far,Female,63
24,Medium,Yes,7,96,Medium,No,High,Public,4,No,Postgraduate,Near,Female,74
23,Medium,Yes,5,72,Medium,Yes,High,Public,5,No,College,Moderate,Female,69
21,Medium,No,8,74,Medium,Yes,Low,Public,3,No,High School,Near,Female,61
19,Medium,Yes,8,74,Low,Yes,Medium,Public,2,Yes,Postgraduate,Near,Female,69
19,Medium,No,6,64,High,Yes,Low,Public,3,No,High School,Near,Female,64
19,Medium,Yes,9,56,Low,Yes,Low,Public,4,No,Postgraduate,Far,Female,63
27,Low,No,6,63,Low,Yes,Low,Public,2,No,College,Near,Male,68
24,High,Yes,6,92,Medium,Yes,Low,Public,3,No,High School,Far,Male,72
2,Low,Yes,9,77,Medium,Yes,Medium,Public,2,No,High School,Far,Female,65
24,Low,No,6,93,Low,No,Low,Public,4,No,College,Near,Male,69
21,Medium,No,5,87,Low,Yes,Medium,Private,4,No,High School,Near,Male,70
20,Medium,Yes,8,67,Low,Yes,Medium,Public,4,No,Postgraduate,Moderate,Female,63
18,Low,Yes,7,59,Low,Yes,Medium,Public,2,Yes,High School,Near,Female,62
27,Medium,Yes,9,78,Low,Yes,Low,Public,2,No,Postgraduate,Near,Female,72
26,High,No,8,97,Medium,Yes,Low,Public,4,No,High School,Far,Male,69
15,Medium,No,4,92,Low,Yes,Medium,Public,3,No,High School,Moderate,Female,66
22,Medium,Yes,9,88,Medium,Yes,Low,Private,4,No,Postgraduate,Near,Male,71
14,Low,No,10,88,Medium,Yes,Low,Private,3,No,College,Moderate,Female,62
12,Medium,Yes,9,76,Medium,Yes,Medium,Public,2,No,High School,Near,Male,68
16,High,No,9,58,Low,Yes,Medium,Public,2,No,High School,Near,Female,63
25,Medium,Yes,7,64,Medium,Yes,Low,Public,3,No,College,Far,Female,66
26,High,Yes,6,79,High,Yes,Medium,Public,3,No,College,Moderate,Male,75
23,Medium,Yes,7,66,High,Yes,High,Private,4,No,College,Near,Female,69
24,High,No,8,89,Medium,Yes,High,Private,3,No,High School,Near,Female,68
23,High,No,8,69,Medium,Yes,Medium,Public,2,No,High School,Moderate,Male,69
16,High,No,6,56,Medium,Yes,Low,Public,4,No,High School,Near,Male,67
23,High,Yes,6,89,Medium,Yes,Medium,Private,3,No,Postgraduate,Near,Male,73
25,Medium,Yes,5,85,Low,Yes,Low,Public,1,No,College,Near,Male,71
25,High,Yes,8,63,Medium,Yes,High,Public,3,No,High School,Moderate,Female,71
27,Medium,No,6,99,High,Yes,Low,Private,2,No,High School,Near,Female,68
24,High,No,7,70,Medium,Yes,High,Public,1,No,High School,Near,Male,70
22,Low,Yes,10,84,Low,Yes,High,Public,3,No,High School,Near,Male,71
26,Medium,No,8,96,High,Yes,Medium,Public,2,No,High School,Near,Male,69
20,High,No,7,58,Medium,No,Low,Private,4,No,High School,Near,Male,63
15,Low,Yes,8,94,Medium,Yes,Medium,Private,3,No,Postgraduate,Near,Male,71
19,Medium,Yes,9,85,Medium,No,Low,Public,3,No,College,Near,Male,69
16,High,Yes,5,58,Medium,Yes,High,Public,5,No,Postgraduate,Moderate,Male,71
16,Medium,No,6,83,Low,Yes,Low,Private,3,No,High School,Near,Female,68
19,Medium,No,7,94,Medium,Yes,Medium,Public,3,No,High School,Near,Female,68
15,Medium,No,6,90,Medium,Yes,Medium,Public,3,No,Postgraduate,Far,Male,66
18,Medium,No,7,88,Medium,Yes,Low,Public,3,No,College,Moderate,Female,67
9,Low,Yes,5,58,Low,Yes,Medium,Private,5,No,College,Moderate,Female,59
21,Low,No,8,60,Medium,Yes,Low,Public,2,No,College,Near,Female,66
20,Low,No,6,77,Low,Yes,Medium,Private,3,No,High School,Near,Male,64
15,Medium,No,7,79,Medium,Yes,Low,Public,3,Yes,High School,Moderate,Female,64
24,Medium,Yes,7,97,Medium,Yes,Low,Private,4,No,High School,Moderate,Female,69
26,High,No,8,73,High,Yes,Medium,Public,3,No,High School,Near,Male,69
10,Medium,No,4,65,Medium,No,Medium,Public,3,No,High School,Near,Male,61
15,High,No,8,60,Medium,Yes,Low,Private,3,No,High School,Far,Female,62
15,Low,No,7,53,Medium,Yes,Medium,Public,3,No,College,Near,Female,61
14,Medium,Yes,8,53,High,Yes,Medium,Private,2,No,College,Near,Female,63
25,Medium,No,5,79,Low,Yes,Low,Public,4,No,College,Near,Female,71
19,High,Yes,8,59,Medium,Yes,Medium,Public,2,No,Postgraduate,Moderate,Female,65
18,High,Yes,9,93,Medium,Yes,Low,Private,4,No,College,Moderate,Male,68
8,High,No,7,80,Medium,Yes,High,Public,4,No,High School,Moderate,Male,67
24,Low,Yes,6,93,High,Yes,Low,Public,1,No,High School,Near,Female,70
13,High,Yes,6,71,Medium,Yes,Medium,Public,3,No,High School,Near,Male,64
20,Medium,No,8,80,High,Yes,Medium,Private,3,No,College,Near,Male,71
22,High,Yes,8,76,Low,Yes,Medium,Public,3,No,College,Moderate,Female,71
28,Medium,No,8,99,Low,Yes,High,Private,3,No,High School,Moderate,Female,67
12,Medium,Yes,7,90,Medium,Yes,High,Public,3,No,Postgraduate,Far,Male,63
2,Low,Yes,7,80,High,Yes,Low,Public,1,No,High School,Near,Male,66
21,Medium,Yes,7,80,Medium,Yes,High,Public,1,No,High School,Moderate,Male,70
31,Medium,No,6,62,Medium,Yes,Low,Private,4,No,High School,Near,Male,70
27,Low,Yes,8,87,Medium,Yes,Low,Private,3,No,High School,Near,Female,67
21,Low,No,7,99,High,Yes,Medium,Public,3,No,Postgraduate,Near,Male,69
17,High,No,9,56,Low,Yes,High,Public,2,No,High School,Near,Female,66
25,Medium,No,9,82,Medium,Yes,Medium,Public,3,No,Postgraduate,Far,Female,67
14,High,Yes,7,76,Medium,Yes,High,Public,2,Yes,College,Near,Female,65
23,High,Yes,8,93,Medium,Yes,High,Public,3,No,Postgraduate,Far,Male,72
23,High,No,6,50,Medium,Yes,Medium,Public,3,No,College,Near,Male,68
26,High,Yes,7,57,Low,Yes,Medium,Public,3,No,College,Near,Male,72
37,High,Yes,8,52,High,Yes,Low,Private,3,No,Postgraduate,Near,Male,76
22,Medium,Yes,5,58,Medium,Yes,Low,Public,3,Yes,College,Near,Female,65
17,Low,No,8,85,Medium,Yes,Medium,Public,4,No,High School,Near,Male,68
20,Medium,Yes,6,57,Medium,Yes,Low,Public,4,No,College,Near,Female,65
9,Medium,Yes,6,81,Low,Yes,Low,Public,3,No,High School,Near,Male,66
16,Low,No,6,93,Medium,Yes,Low,Public,2,No,High School,Far,Male,63
18,Medium,No,7,52,Medium,Yes,High,Public,3,No,Postgraduate,Moderate,Female,63
17,Medium,Yes,5,51,Medium,Yes,Low,Private,2,No,Postgraduate,Moderate,Male,66
21,High,Yes,8,99,Medium,Yes,Low,Public,4,No,High School,Near,Male,69
15,Medium,Yes,7,84,High,Yes,Medium,Public,1,No,Postgraduate,Near,Male,72
27,Medium,Yes,10,57,Medium,Yes,High,Public,3,No,High School,Near,Male,66
20,Medium,Yes,7,65,Medium,No,Medium,Public,4,No,High School,Moderate,Female,64
20,Medium,Yes,8,99,Low,Yes,Low,Private,3,No,High School,,Male,67
18,High,Yes,6,61,Low,Yes,Low,Private,5,No,High School,Near,Male,67
21,Low,Yes,5,88,Medium,Yes,Medium,Public,1,No,College,Near,Male,66
25,Medium,Yes,8,62,Low,Yes,Low,Public,2,No,High School,Near,Female,68
15,Medium,No,5,70,Medium,Yes,Medium,Private,2,No,High School,Moderate,Male,65
16,Medium,Yes,8,94,High,Yes,Low,Private,3,No,High School,Near,Male,71
18,Medium,Yes,10,51,Medium,Yes,Medium,Public,4,No,Postgraduate,Near,Male,71
12,Medium,Yes,8,65,Medium,Yes,Medium,Private,2,No,High School,Moderate,Male,62
15,Medium,Yes,8,74,Low,Yes,Medium,Public,2,No,College,Near,Male,69
17,Medium,No,7,81,Low,Yes,High,Private,2,No,High School,Near,Male,65
25,High,No,6,51,Low,Yes,Medium,Public,3,No,Postgraduate,Near,Male,70
22,Medium,Yes,7,71,Medium,Yes,Low,Private,2,No,College,Moderate,Male,66
21,Medium,No,6,67,Medium,Yes,High,Public,3,No,High School,Far,Male,70
25,Medium,No,5,51,Low,Yes,Medium,Private,2,No,Postgraduate,Moderate,Female,70
19,Low,Yes,7,68,Medium,Yes,Low,Private,4,No,High School,Moderate,Female,69
22,High,Yes,9,97,Medium,Yes,Medium,Public,3,Yes,High School,Near,Male,71
19,Medium,No,5,64,Medium,Yes,Medium,Public,3,No,High School,Near,Male,69
22,High,No,9,79,Medium,Yes,Medium,Public,2,No,Postgraduate,Near,Female,73
17,Medium,Yes,9,65,Low,Yes,Medium,Public,4,No,High School,Moderate,Female,65
5,High,Yes,8,55,Medium,Yes,Low,Public,3,No,High School,Near,Male,62
19,Medium,No,8,64,Medium,Yes,High,Public,5,No,Postgraduate,Moderate,Female,67
29,Low,Yes,7,74,High,Yes,Medium,Public,3,No,Postgraduate,Moderate,Male,65
26,Low,No,7,65,Low,Yes,Medium,Public,3,No,High School,Far,Male,65
26,Medium,Yes,6,81,Medium,Yes,Medium,Public,2,No,College,Near,Female,70
27,Medium,Yes,7,97,Low,Yes,Medium,Public,2,No,College,Near,Female,70
21,Medium,Yes,7,53,Medium,Yes,Medium,Public,4,No,Postgraduate,Near,Female,71
21,High,No,10,86,Low,Yes,Low,Public,3,No,College,Near,Male,71
16,Medium,Yes,8,50,Low,Yes,Medium,Public,4,No,High School,Moderate,Male,62
18,Medium,No,7,50,Medium,Yes,Low,Public,2,No,Postgraduate,Near,Female,65
24,High,Yes,7,57,Medium,Yes,Medium,Public,2,No,College,Far,Male,84
27,Medium,Yes,6,74,Medium,Yes,Medium,Public,2,No,College,Far,Male,68
19,High,Yes,6,52,Medium,Yes,High,Public,1,No,High School,Near,Male,70
17,Medium,No,8,86,Medium,Yes,Medium,Private,3,No,Postgraduate,Near,Male,68
20,Medium,No,6,51,Medium,Yes,Low,Public,4,No,Postgraduate,Near,Male,67
24,Low,Yes,6,75,Low,Yes,Low,Public,4,No,High School,Near,Female,69
11,High,Yes,6,84,Medium,Yes,Low,Public,1,No,High School,Near,Female,68
6,High,No,6,62,Medium,No,Low,Public,1,No,High School,Near,Male,59
17,High,Yes,9,79,Medium,No,Medium,Public,2,No,College,Near,Female,67
13,Medium,Yes,7,63,Low,Yes,High,Public,1,No,High School,Moderate,Male,63
17,High,Yes,7,61,Low,Yes,Medium,Public,4,No,High School,Near,Female,65
19,Medium,No,7,91,Low,Yes,Low,Public,3,No,College,Near,Male,63
17,Medium,No,7,67,Low,Yes,Low,Private,3,No,High School,Near,Female,64
29,High,Yes,6,91,High,Yes,Low,Public,4,No,College,Far,Female,72
22,Low,Yes,5,61,High,Yes,Low,Public,3,No,College,Moderate,Male,63
22,Medium,No,9,68,Medium,No,Medium,Public,2,Yes,High School,Near,Male,66
24,Medium,Yes,8,55,Low,Yes,Medium,Private,2,No,College,Moderate,Female,67
13,High,Yes,8,75,High,Yes,High,Public,2,Yes,Postgraduate,Moderate,Male,66
26,Medium,Yes,8,69,Medium,Yes,Medium,Public,3,No,College,Moderate,Female,66
20,Medium,Yes,10,50,Low,Yes,Low,Private,4,Yes,Postgraduate,Near,Female,68
24,High,No,6,73,Medium,Yes,Low,Private,5,No,Postgraduate,Moderate,Male,66
14,Medium,Yes,5,54,Medium,Yes,Medium,Public,2,No,College,Near,Female,68
11,Medium,Yes,8,92,Low,Yes,Medium,Public,4,No,High School,Far,Female,65
25,Medium,Yes,5,75,Low,Yes,Medium,Private,2,No,College,Near,Female,67
22,High,No,7,85,Medium,Yes,High,Private,3,No,High School,Far,Male,64
15,Low,No,7,91,Low,Yes,Low,Private,2,No,College,Far,Male,59
15,Medium,Yes,8,53,Low,No,High,Private,3,No,High School,Near,Male,60
27,Low,No,6,67,Low,Yes,High,Public,4,No,College,Far,Female,65
13,Medium,Yes,9,51,High,Yes,Low,Public,4,No,High School,Near,Female,64
30,Medium,No,6,52,Medium,Yes,Low,Public,1,No,High School,Near,Female,66
15,Medium,Yes,8,52,Medium,Yes,Medium,Public,2,No,Postgraduate,Near,Male,65
24,Medium,Yes,6,74,Medium,Yes,Medium,Public,2,No,High School,Far,Male,69
18,High,Yes,8,73,Medium,Yes,Medium,Private,4,Yes,High School,Near,Female,66
24,High,Yes,5,53,Medium,Yes,Low,Private,5,No,College,,Female,65
17,High,No,7,63,Low,Yes,Medium,Public,4,No,College,Moderate,Female,62
19,Medium,No,9,62,Medium,Yes,Medium,Public,2,No,High School,Far,Female,60
20,Low,No,7,65,Low,No,Low,Public,4,No,College,Moderate,Female,68
14,Medium,Yes,9,82,Medium,Yes,Medium,Public,3,No,High School,Near,Female,64
24,High,No,7,85,High,Yes,Medium,Public,3,No,College,Near,Female,73
17,Medium,Yes,6,67,Low,Yes,Low,Public,1,No,College,Near,Male,64
19,High,No,7,89,Medium,Yes,Medium,Public,4,No,,Moderate,Female,69
14,Low,No,8,71,Low,Yes,Low,Public,3,Yes,Postgraduate,Near,Female,63
5,Medium,Yes,4,76,High,Yes,Medium,Public,3,No,College,Near,Male,65
19,Medium,No,8,57,Medium,Yes,Medium,Public,4,No,High School,Moderate,Male,65
34,Medium,Yes,6,62,High,Yes,Medium,Public,3,No,High School,Near,Male,67
25,Medium,Yes,5,86,Medium,No,Low,Public,4,No,High School,Near,Male,67
20,Medium,No,8,99,Low,Yes,Medium,Private,3,No,High School,Near,Male,66
18,Medium,Yes,9,85,High,Yes,Low,Private,2,No,Postgraduate,Near,Male,68
20,Medium,Yes,7,53,Medium,Yes,Low,Public,2,No,High School,Near,Male,65
23,Low,Yes,5,57,Medium,Yes,Low,Public,4,No,Postgraduate,Near,Male,66
13,High,Yes,6,72,Medium,Yes,Low,Public,1,No,College,Moderate,Female,66
27,Medium,Yes,6,87,Low,No,Low,Public,2,No,High School,Near,Male,69
24,Medium,No,7,58,Medium,Yes,Low,Private,2,No,Postgraduate,Near,Male,70
24,Medium,Yes,7,88,Medium,Yes,Medium,Private,2,No,Postgraduate,Moderate,Male,71
23,High,No,8,78,High,Yes,Low,Public,3,No,High School,Moderate,Male,70
20,Medium,No,8,89,Low,Yes,Medium,Public,3,No,High School,Moderate,Male,68
24,High,Yes,8,78,Medium,Yes,Low,Public,2,No,Postgraduate,Far,Female,73
24,Medium,No,8,80,High,Yes,Low,Public,2,Yes,High School,Moderate,Female,68
18,Medium,Yes,7,62,Low,Yes,High,Private,4,No,College,Near,Male,66
17,Medium,Yes,10,86,Low,Yes,Medium,Public,3,Yes,Postgraduate,Moderate,Female,67
21,Medium,Yes,8,92,Low,Yes,Medium,Private,4,Yes,High School,Near,Male,66
29,Medium,Yes,8,94,Medium,Yes,Medium,Private,2,No,Postgraduate,Near,Female,69
13,Medium,No,10,51,Medium,Yes,Low,Public,3,No,Postgraduate,Near,Female,67
11,Medium,Yes,7,81,High,Yes,Medium,Public,4,Yes,High School,Near,Male,61
21,Medium,No,6,99,Medium,Yes,Low,Private,3,No,College,Near,Female,70
20,High,No,9,79,Medium,Yes,Low,Public,2,No,High School,Near,Female,70
21,Medium,Yes,9,59,High,No,Medium,Public,3,Yes,College,Near,Female,70
21,Medium,No,7,94,Low,Yes,Low,Private,3,No,College,Moderate,Female,64
19,High,No,10,63,Medium,Yes,Low,Public,3,No,College,Far,Female,65
29,Medium,No,7,52,Medium,Yes,Low,Public,4,No,College,Near,Female,70
10,Low,Yes,8,72,Low,Yes,Low,Public,2,No,College,Moderate,Female,62
15,High,Yes,9,55,High,Yes,Medium,Public,3,No,College,Near,Female,64
19,Medium,Yes,7,56,Medium,Yes,Medium,Private,3,No,College,Far,Female,67
10,High,No,8,73,High,No,Low,Public,4,No,High School,Near,Female,63
19,Low,Yes,9,81,High,Yes,Medium,Public,3,Yes,High School,Near,Male,62
30,Low,No,6,95,Medium,Yes,High,Public,2,No,College,Near,Male,72
20,Low,No,6,85,High,No,Low,Private,2,No,College,Near,Male,69
21,Medium,Yes,9,92,Medium,Yes,Low,Private,2,No,High School,Near,Male,72
12,Low,Yes,7,71,High,Yes,Medium,Private,2,No,College,Near,Male,68
16,Low,No,6,66,Low,Yes,Medium,Private,3,No,Postgraduate,Near,Female,64
18,High,Yes,7,80,Low,Yes,Low,Private,1,No,College,Near,Female,72
18,High,Yes,8,85,Low,Yes,Low,Public,3,No,College,Near,Female,73
28,High,Yes,5,78,Low,No,Medium,Private,2,No,College,Far,Male,67
23,High,Yes,8,63,Medium,Yes,Low,Public,4,No,College,Near,Female,64
13,Medium,Yes,8,68,Low,Yes,High,Private,3,No,High School,Near,Female,65
21,High,Yes,9,72,Low,Yes,Low,Public,3,No,High School,Moderate,Female,67
23,Medium,Yes,7,51,Low,Yes,Medium,Public,2,No,College,Moderate,Male,68
27,Medium,Yes,9,94,Medium,Yes,Low,Public,2,No,High School,,Male,72
29,High,Yes,7,76,Low,Yes,Medium,Public,3,No,High School,Moderate,Female,71
14,Medium,Yes,7,88,Medium,Yes,Medium,Private,3,No,High School,Near,Male,66
15,High,No,7,59,Low,Yes,Low,Public,3,Yes,High School,Near,Female,59
12,Medium,Yes,10,78,Medium,Yes,Medium,Public,2,No,High School,Near,Female,68
19,Low,Yes,5,96,Low,No,Low,Public,2,No,High School,Moderate,Female,64
23,Low,No,8,61,Low,Yes,High,Private,3,Yes,High School,Near,Female,70
26,Low,Yes,7,67,Medium,Yes,High,Private,3,No,High School,Moderate,Female,65
20,High,Yes,7,69,High,No,High,Public,2,No,College,Near,Female,72
18,High,No,8,69,Medium,Yes,High,Public,3,No,College,Moderate,Male,66
21,Medium,Yes,9,80,High,Yes,Medium,Public,5,No,College,Near,Male,68
15,Medium,No,8,70,Medium,Yes,Low,Private,3,No,College,Near,Male,62
33,Medium,No,9,84,Medium,Yes,Low,Public,3,No,High School,Near,Male,70
10,High,Yes,7,74,High,Yes,High,Public,3,No,College,Moderate,Male,70
21,Medium,Yes,7,58,Medium,Yes,Low,Public,3,No,College,Near,Male,64
32,High,Yes,5,97,Low,Yes,Low,Public,5,No,College,Moderate,Female,76
20,Medium,Yes,10,62,High,Yes,Medium,Public,2,No,College,Moderate,Male,67
